feature,dtype,count,missing_count,missing_percentage,unique_count,mean,std,min,q01,q25,median,q75,q99,max,zero_count,zero_percentage,positive_infinity_count,negative_infinity_count,is_constant,is_quasi_constant,dominant_value_percentage,memory_bytes
var_138,float64,200000,0,0.0,117428,1.2107915105000002,4.551749924661015,-16.4684,-8.939900999999999,-2.011825,1.2117499999999999,4.391225,11.302510000000009,18.8187,4,0.002,0,0,False,False,0.0055000000000000005,1600000
var_139,float64,200000,0,0.0,137294,7.760193281,7.686433041484962,-21.2743,-9.925336,2.387575,8.06625,13.232524999999999,24.3496,36.0971,0,0.0,0,0,False,False,0.004,1600000
var_140,float64,200000,0,0.0,121384,3.423636422,4.896325049051112,-15.4595,-7.496201,-0.1217,3.5647,7.078525,13.217309000000009,21.1219,0,0.0,0,0,False,False,0.0045000000000000005,1600000
var_141,float64,200000,0,0.0,134443,2.8975962195,6.7156372677817116,-16.6937,-12.161004,-2.153725,2.9755000000000003,8.192425,16.101504000000006,23.9658,2,0.001,0,0,False,False,0.0045000000000000005,1600000
var_142,float64,200000,0,0.0,128613,11.983488539999998,5.6919356697454875,-7.108,-0.097105,7.9,11.8559,16.073925,24.660401,32.8911,0,0.0,0,0,False,False,0.004,1600000
var_143,float64,200000,0,0.0,94372,12.333697980499998,2.9347060178775024,2.8068,5.4791,10.3112,12.356349999999999,14.46105,18.5863,22.6916,0,0.0,0,0,False,False,0.0055000000000000005,1600000
var_144,float64,200000,0,0.0,40595,8.647631575,0.9224686019629761,5.4443,6.670199,7.968075,8.65185,9.315,10.662501,11.8101,0,0.0,0,0,False,False,0.0105,1600000
var_145,float64,200000,0,0.0,108526,4.8413275285,3.8992813082254445,-8.2734,-3.299308,1.885875,4.9047,7.676925,13.633301000000001,16.0083,1,0.0005,0,0,False,False,0.005,1600000
var_146,float64,200000,0,0.0,84314,10.3411778935,2.5188830594002747,0.4274,4.329593,8.6469,10.3956,12.113225,15.849405000000004,20.4373,0,0.0,0,0,False,False,0.006999999999999999,1600000
var_147,float64,200000,0,0.0,137559,-3.300779141,7.413301164524478,-29.984,-19.257701,-8.75145,-3.1787,2.028275,13.344,22.1494,3,0.0015,0,0,False,False,0.0045000000000000005,1600000
var_148,float64,200000,0,0.0,10608,3.9907256689999997,0.19919248665382974,3.3205,3.5408,3.8536,3.996,4.1316,4.4276,4.7528,0,0.0,0,0,False,False,0.029500000000000002,1600000
var_149,float64,200000,0,0.0,148504,5.2962367200000005,10.385132666379633,-41.1683,-17.672407,-1.9032,5.28325,12.688225,28.397736000000034,48.424,0,0.0,0,0,False,False,0.004,1600000
var_150,float64,200000,0,0.0,83660,16.817671237999996,2.4641573265531154,9.242,11.847196,14.9522,16.73695,18.6825,22.054802000000002,25.4357,0,0.0,0,0,False,False,0.0065,1600000
var_151,float64,200000,0,0.0,109667,10.1415415445,3.962425736723352,-2.1915,2.1451,7.0646,10.1279,13.0576,19.24191800000002,21.1245,0,0.0,0,0,False,False,0.005,1600000
var_152,float64,200000,0,0.0,95823,7.6331990005,3.0053733060295844,-2.88,0.5025,5.5679,7.6737,9.8173,14.016110000000008,18.3846,0,0.0,0,0,False,False,0.006,1600000
var_153,float64,200000,0,0.0,73728,16.727902175,2.0142004028560523,11.0308,12.424899,15.233,16.649749999999997,18.2639,20.979701000000002,24.0075,0,0.0,0,0,False,False,0.006999999999999999,1600000
var_154,float64,200000,0,0.0,119342,6.974954836999999,4.961677521622133,-8.1966,-4.1731,3.3399,6.99405,10.76635,17.140403000000003,23.2428,1,0.0005,0,0,False,False,0.0045000000000000005,1600000
var_155,float64,200000,0,0.0,127457,-2.074127825,5.771260979447042,-21.8409,-14.43262,-6.266025,-2.0661,1.89175,11.390201000000001,16.8316,2,0.001,0,0,False,False,0.0045000000000000005,1600000
var_156,float64,200000,0,0.0,40634,13.2092721235,0.9551402382737441,9.9965,11.3028,12.4751,13.1843,13.9293,15.267,16.497,0,0.0,0,0,False,False,0.0105,1600000
var_157,float64,200000,0,0.0,126534,-4.813551723000001,5.570271898728065,-22.9904,-16.299504,-8.93995,-4.8684,-0.988575,8.7177,11.9721,2,0.001,0,0,False,False,0.0045000000000000005,1600000
var_158,float64,200000,0,0.0,144556,17.9145905975,7.88557904670469,-4.5544,1.0408979999999999,12.1092,17.630450000000003,23.875325,34.6231,44.7795,0,0.0,0,0,False,False,0.0034999999999999996,1600000
var_159,float64,200000,0,0.0,112830,10.2232822765,4.122911757583156,-4.6416,1.306398,7.243525,10.21755,13.094525,19.466604000000004,25.12,0,0.0,0,0,False,False,0.0045000000000000005,1600000
var_160,float64,200000,0,0.0,156274,24.259300121,10.88026260683858,-7.4522,3.2054839999999998,15.696124999999999,23.8645,32.62285,47.202102000000004,58.3942,0,0.0,0,0,False,False,0.0034999999999999996,1600000
var_161,float64,200000,0,0.0,11071,5.633292535999999,0.21793832443527456,4.8526,5.1723989999999995,5.4705,5.6335,5.792000000000001,6.1141,6.3099,0,0.0,0,0,False,False,0.026,1600000
var_162,float64,200000,0,0.0,57396,5.3628964985,1.4196122766203698,0.6231,2.3395989999999998,4.3261,5.3597,6.3712,8.5871,10.1344,0,0.0,0,0,False,False,0.009000000000000001,1600000
var_163,float64,200000,0,0.0,123168,11.002169658,5.262055707897848,-6.5317,0.46049100000000004,7.0296,10.7887,14.6239,23.983902,27.5648,0,0.0,0,0,False,False,0.0045000000000000005,1600000
var_164,float64,200000,0,0.0,122744,-2.8719062954999997,5.457784265798272,-19.9977,-14.2772,-7.094025,-2.6378,1.3236,8.465601000000001,12.1193,0,0.0,0,0,False,False,0.0045000000000000005,1600000
var_165,float64,200000,0,0.0,119403,19.315753234,5.024182338487268,3.8167,8.1683,15.74455,19.2708,23.024025,30.125514000000013,38.3322,0,0.0,0,0,False,False,0.005,1600000
var_166,float64,200000,0,0.0,17902,2.9633350695000003,0.36968448363147105,1.8512,2.1081,2.699,2.9602,3.2415,3.7311,4.2204,0,0.0,0,0,False,False,0.0195,1600000
var_167,float64,200000,0,0.0,140954,-4.1511545325,7.798020114795947,-35.9695,-21.694301999999997,-9.6431,-4.0116,1.318725,12.599016000000015,21.2766,2,0.001,0,0,False,False,0.004,1600000
var_168,float64,200000,0,0.0,97227,4.9371239655,3.1059860688342766,-5.2502,-1.4364039999999998,2.7032,4.7616,7.0200249999999995,12.696201,14.8861,0,0.0,0,0,False,False,0.0055000000000000005,1600000
var_169,float64,200000,0,0.0,18242,5.636008345000001,0.36943691472514056,4.2588,4.8293,5.3746,5.6343,5.9054,6.4372,7.0889999999999995,0,0.0,0,0,False,False,0.0195,1600000
var_170,float64,200000,0,0.0,113720,-0.0049620605,4.424620831386273,-14.505999999999998,-9.294206,-3.2585,0.0028,3.0964,10.535310000000008,16.7319,5,0.0025,0,0,False,False,0.005,1600000
var_171,float64,200000,0,0.0,125914,-0.8317765935,5.378008476599145,-22.4793,-12.544108,-4.72035,-0.80735,2.9568,11.033110000000008,17.9173,1,0.0005,0,0,False,False,0.0045000000000000005,1600000
var_172,float64,200000,0,0.0,143366,19.817093824999997,8.674170633042968,-11.4533,0.857858,13.731774999999999,19.747999999999998,25.907725,39.47224600000004,53.5919,0,0.0,0,0,False,False,0.0045000000000000005,1600000
var_173,float64,200000,0,0.0,128120,-0.6779670025,5.966674135196558,-22.7487,-13.844600999999999,-5.009525,-0.56975,3.6199,11.792401000000002,18.8554,1,0.0005,0,0,False,False,0.0045000000000000005,1600000
var_174,float64,200000,0,0.0,134945,20.210676787999997,7.136426608066088,-2.9953,3.4268929999999997,15.0646,20.2061,25.641225000000002,34.667105,43.5468,0,0.0,0,0,False,False,0.004,1600000
var_175,float64,200000,0,0.0,92659,11.640612669500001,2.8921671725989326,3.2415,5.921398,9.3716,11.6798,13.7455,18.405603000000003,20.8548,0,0.0,0,0,False,False,0.006,1600000
var_176,float64,200000,0,0.0,142521,-2.799584682,7.513939064483401,-29.1165,-19.07321,-8.3865,-2.53845,2.7044,12.936701000000001,20.2452,0,0.0,0,0,False,False,0.004,1600000
var_177,float64,200000,0,0.0,85720,11.882933387500001,2.628894617727569,4.9521,6.7411,9.808675000000001,11.73725,13.9313,17.353806000000006,20.5965,0,0.0,0,0,False,False,0.006,1600000
var_178,float64,200000,0,0.0,145235,-1.0140635939999998,8.579810237462064,-29.2734,-19.113108,-7.3957,-0.94205,5.33875,17.089404000000005,29.8413,2,0.001,0,0,False,False,0.004,1600000
var_179,float64,200000,0,0.0,90090,2.59144367,2.7989563883536395,-7.8561,-3.330202,0.625575,2.5123,4.391125,9.70100900000001,13.4487,5,0.0025,0,0,False,False,0.006,1600000
var_180,float64,200000,0,0.0,123477,-2.7416661245,5.261242673760208,-22.0374,-13.747307999999999,-6.6739,-2.6888,0.9962,9.453001,12.7505,1,0.0005,0,0,False,False,0.0045000000000000005,1600000
var_181,float64,200000,0,0.0,56164,10.085518355,1.3718623281231723,5.4165,7.256298,9.0847,10.03605,11.0113,13.4712,14.3939,0,0.0,0,0,False,False,0.011000000000000001,1600000
var_182,float64,200000,0,0.0,149195,0.7191090935,8.96343406312899,-26.0011,-18.201503,-6.064425,0.7202,7.499175,19.326506000000006,29.2487,2,0.001,0,0,False,False,0.0034999999999999996,1600000
var_183,float64,200000,0,0.0,117529,8.7690875435,4.474923935994571,-4.8082,-0.6353209999999999,5.4231,8.6,12.127424999999999,18.426106000000008,23.7049,0,0.0,0,0,False,False,0.005,1600000
var_184,float64,200000,0,0.0,145184,12.756676406,9.318280283336756,-18.4897,-6.096707,5.6633,12.521,19.45615,33.96921100000001,44.3634,2,0.001,0,0,False,False,0.0045000000000000005,1600000
var_185,float64,200000,0,0.0,120747,-3.9832606965000004,4.725166882587791,-22.5833,-14.484902,-7.36,-3.94695,-0.59065,6.1164,12.9975,0,0.0,0,0,False,False,0.0045000000000000005,1600000
var_186,float64,200000,0,0.0,98060,8.970274164500001,3.1897594379444567,-3.0223,2.4024959999999997,6.7152,8.90215,11.1938,16.304101,21.7392,0,0.0,0,0,False,False,0.0075,1600000
var_187,float64,200000,0,0.0,157031,-10.335042613999999,11.574707800290483,-47.7536,-34.231903,-19.205125000000002,-10.20975,-1.466,14.12,22.7861,1,0.0005,0,0,False,False,0.003,1600000
var_188,float64,200000,0,0.0,108813,15.377174498999999,3.944604281951487,4.4123,6.911397,12.50155,15.23945,18.345225,23.756806000000005,29.3303,0,0.0,0,0,False,False,0.005,1600000
var_189,float64,200000,0,0.0,41764,0.7460716690000001,0.976347879403219,-2.5543,-1.3027009999999999,0.0149,0.7426,1.4829,2.7844020000000023,4.0341,3,0.0015,0,0,False,False,0.0095,1600000
var_190,float64,200000,0,0.0,114959,3.234439776,4.5599216799107305,-14.0933,-6.6359010000000005,-0.058825,3.2036,6.4062,13.525903000000003,18.4409,1,0.0005,0,0,False,False,0.005,1600000
var_191,float64,200000,0,0.0,94266,7.438408337000001,3.023271794723941,-2.6917,1.3384,5.1574,7.34775,9.512525,14.8011,16.7165,0,0.0,0,0,False,False,0.0065,1600000
var_192,float64,200000,0,0.0,59065,1.9278385139999998,1.4784228923366327,-3.8145,-1.2462039999999999,0.889775,1.9013,2.9495,5.361302000000002,8.4024,3,0.0015,0,0,False,False,0.0095,1600000
var_193,float64,200000,0,0.0,110557,3.3317736845000008,3.9920303679018323,-11.7834,-5.986603000000001,0.5846,3.39635,6.2058,11.922604000000003,18.2818,0,0.0,0,0,False,False,0.0045000000000000005,1600000
var_194,float64,200000,0,0.0,97069,17.993784183,3.1351619964266506,8.6944,11.150198,15.6298,17.957949999999997,20.396525,24.4686,27.9288,0,0.0,0,0,False,False,0.0055000000000000005,1600000
var_195,float64,200000,0,0.0,57870,-0.1420884335,1.4293723644083955,-5.261,-3.203203,-1.1707,-0.1727,0.8296,3.2173,4.2729,2,0.001,0,0,False,False,0.0085,1600000
var_196,float64,200000,0,0.0,125560,2.3033352435,5.454369250069262,-14.2096,-8.839802,-1.946925,2.4089,6.556725,13.9052,18.3215,1,0.0005,0,0,False,False,0.004,1600000
var_197,float64,200000,0,0.0,40537,8.9081576835,0.9216254844938545,5.9606,6.816799,8.2528,8.8882,9.5933,10.865101000000001,12.0004,0,0.0,0,0,False,False,0.0115,1600000
var_198,float64,200000,0,0.0,94153,15.870720248,3.0109454912217646,6.2993,8.562298,13.8297,15.93405,18.064725,22.142108000000007,26.0791,0,0.0,0,0,False,False,0.0065,1600000
var_199,float64,200000,0,0.0,149430,-3.3265369005000003,10.438015107352705,-38.8528,-26.192007999999998,-11.208475,-2.81955,4.8368,16.5391,28.5007,3,0.0015,0,0,False,False,0.0034999999999999996,1600000
